Município
130165:Am-Guajara
130170:Am-Humaita
130180:Am-Ipixuna
130185:Am-Iranduba
130190:Am-Itacoatiara
130195:Am-Itamarati
130200:Am-Itapiranga
130210:Am-Japura
130220:Am-Jurua
130230:Am-Jutai
130240:Am-Labrea
130250:Am-Manacapuru
130255:Am-Manaquiri
130260:Am-Manaus
130270:Am-Manicore
130280:Am-Maraa
130290:Am-Maues
130300:Am-Nhamunda
130310:Am-Nova Olinda do Norte
130320:Am-Novo Airao
130330:Am-Novo Aripuana
130340:Am-Parintins
130350:Am-Pauini
130353:Am-Presidente Figueiredo
130356:Am-Rio Preto da Eva
130360:Am-Santa Isabel do Rio Negro
130370:Am-Santo Antonio do Ica
130380:Am-Sao Gabriel da Cachoeira
130390:Am-Sao Paulo de Olivenca
130395:Am-Sao Sebastiao do Uatuma
130400:Am-Silves
130406:Am-Tabatinga
130410:Am-Tapaua
130420:Am-Tefe
130423:Am-Tonantins
130426:Am-Uarini
130430:Am-Urucara
130440:Am-Urucurituba
139999:Am-Ignorado
140002:Rr-Amajari
140005:Rr-Alto Alegre
140010:Rr-Boa Vista
140015:Rr-Bonfim
140017:Rr-Canta
140020:Rr-Caracarai
140023:Rr-Caroebe
140028:Rr-Iracema
140030:Rr-Mucajai
140040:Rr-Normandia
140045:Rr-Pacaraima
140047:Rr-Rorainopolis
140050:Rr-Sao Joao da Baliza
140060:Rr-Sao Luiz
140070:Rr-Uiramuta
149999:Rr-Ignorado
150010:Pa-Abaetetuba
150013:Pa-Abel Figueiredo
150020:Pa-Acara
150030:Pa-Afua
150034:Pa-Agua Azul do Norte
150040:Pa-Alenquer
150050:Pa-Almeirim
150060:Pa-Altamira
150070:Pa-Anajas
150080:Pa-Ananindeua
150085:Pa-Anapu
150090:Pa-Augusto Correa
150095:Pa-Aurora do Para
150100:Pa-Aveiro
150110:Pa-Bagre
150120:Pa-Baiao
150125:Pa-Bannach
150130:Pa-Barcarena
150140:Pa-Belem
150145:Pa-Belterra
150150:Pa-Benevides
150157:Pa-Bom Jesus do Tocantins
150160:Pa-Bonito
150170:Pa-Braganca
150172:Pa-Brasil Novo
150175:Pa-Brejo Grande do Araguaia
150178:Pa-Breu Branco
150180:Pa-Breves
150190:Pa-Bujaru
150195:Pa-Cachoeira do Piria
150200:Pa-Cachoeira do Arari
150210:Pa-Cameta
150215:Pa-Canaa dos Carajas
150220:Pa-Capanema
150230:Pa-Capitao Poco
150240:Pa-Castanhal
150250:Pa-Chaves
150260:Pa-Colares
150270:Pa-Conceicao do Araguaia
150275:Pa-Concordia do Para
150276:Pa-Cumaru do Norte
150277:Pa-Curionopolis
150280:Pa-Curralinho
150285:Pa-Curua
150290:Pa-Curuca
150293:Pa-Dom Eliseu
150295:Pa-Eldorado dos Carajas
150300:Pa-Faro
150304:Pa-Floresta do Araguaia
150307:Pa-Garrafao do Norte
150309:Pa-Goianesia do Para
150310:Pa-Gurupa
150320:Pa-Igarape-Acu
150330:Pa-Igarape-Miri
150340:Pa-Inhangapi
150345:Pa-Ipixuna do Para
150350:Pa-Irituia
150360:Pa-Itaituba
150370:Pa-Itupiranga
150375:Pa-Jacareacanga
150380:Pa-Jacunda
150390:Pa-Juruti
150400:Pa-Limoeiro do Ajuru
150405:Pa-Mae do Rio
150410:Pa-Magalhaes Barata
150420:Pa-Maraba
150430:Pa-Maracana
150440:Pa-Marapanim
150442:Pa-Marituba
150445:Pa-Medicilandia
150450:Pa-Melgaco
150460:Pa-Mocajuba
150470:Pa-Moju
150475:Pa-Mojui dos Campos
150480:Pa-Monte Alegre
150490:Pa-Muana
150495:Pa-Nova Esperanca do Piria
150497:Pa-Nova Ipixuna
150500:Pa-Nova Timboteua
150503:Pa-Novo Progresso
150506:Pa-Novo Repartimento
150510:Pa-Obidos
150520:Pa-Oeiras do Para
150530:Pa-Oriximina
150540:Pa-Ourem
150543:Pa-Ourilandia do Norte
150548:Pa-Pacaja
150549:Pa-Palestina do Para
150550:Pa-Paragominas
150553:Pa-Parauapebas
150555:Pa-Pau D Arco
150560:Pa-Peixe-Boi
150563:Pa-Picarra
150565:Pa-Placas
150570:Pa-Ponta de Pedras
150580:Pa-Portel
150590:Pa-Porto de Moz
150600:Pa-Prainha
150610:Pa-Primavera
150611:Pa-Quatipuru
150613:Pa-Redencao
150616:Pa-Rio Maria
150618:Pa-Rondon do Para
150619:Pa-Ruropolis
150620:Pa-Salinopolis
150630:Pa-Salvaterra
150635:Pa-Santa Barbara do Para
150640:Pa-Santa Cruz do Arari
150650:Pa-Santa Isabel do Para
150655:Pa-Santa Luzia do Para
150658:Pa-Santa Maria das Barreiras
150660:Pa-Santa Maria do Para
150670:Pa-Santana do Araguaia
150680:Pa-Santarem
150690:Pa-Santarem Novo
150700:Pa-Santo Antonio do Taua
150710:Pa-Sao Caetano de Odivelas
150715:Pa-Sao Domingos do Araguaia
150720:Pa-Sao Domingos do Capim
150730:Pa-Sao Felix do Xingu
150740:Pa-Sao Francisco do Para
150745:Pa-Sao Geraldo do Araguaia
150746:Pa-Sao Joao da Ponta
150747:Pa-Sao Joao de Pirabas
150750:Pa-Sao Joao do Araguaia
150760:Pa-Sao Miguel do Guama
150770:Pa-Sao Sebastiao da Boa Vista
150775:Pa-Sapucaia
150780:Pa-Senador Jose Porfirio
150790:Pa-Soure
150795:Pa-Tailandia
150796:Pa-Terra Alta
150797:Pa-Terra Santa
150800:Pa-Tome-Acu
150803:Pa-Tracuateua
150805:Pa-Trairao
150808:Pa-Tucuma
150810:Pa-Tucurui
150812:Pa-Ulianopolis
150815:Pa-Uruara
150820:Pa-Vigia
150830:Pa-Viseu
150835:Pa-Vitoria do Xingu
150840:Pa-Xinguara
159999:Pa-Ignorado
160005:Ap-Serra do Navio
160010:Ap-Amapa
160015:Ap-Pedra Branca do Amapari
160020:Ap-Calcoene
160021:Ap-Cutias
160023:Ap-Ferreira Gomes
160025:Ap-Itaubal
160027:Ap-Laranjal do Jari
160030:Ap-Macapa
160040:Ap-Mazagao
160050:Ap-Oiapoque
160053:Ap-Porto Grande
160055:Ap-Pracuuba
160060:Ap-Santana
160070:Ap-Tartarugalzinho
160080:Ap-Vitoria do Jari
169999:Ap-Ignorado
170025:To-Abreulandia
170030:To-Aguiarnopolis
170035:To-Alianca do Tocantins
170040:To-Almas
170070:To-Alvorada
170100:To-Ananas
170105:To-Angico
170110:To-Aparecida do Rio Negro
170130:To-Aragominas
170190:To-Araguacema
170200:To-Araguacu
170210:To-Araguaina
170215:To-Araguana
170220:To-Araguatins
170230:To-Arapoema
170240:To-Arraias
170255:To-Augustinopolis
170270:To-Aurora do Tocantins
170290:To-Axixa do Tocantins
170300:To-Babaculandia
170305:To-Bandeirantes do Tocantins
170307:To-Barra do Ouro
170310:To-Barrolandia
170320:To-Bernardo Sayao
170330:To-Bom Jesus do Tocantins
170360:To-Brasilandia do Tocantins
170370:To-Brejinho de Nazare
170380:To-Buriti do Tocantins
170382:To-Cachoeirinha
170384:To-Campos Lindos
170386:To-Cariri do Tocantins
170388:To-Carmolandia
170389:To-Carrasco Bonito
170390:To-Caseara
170410:To-Centenario
170460:To-Chapada de Areia
170510:To-Chapada da Natividade
170550:To-Colinas do Tocantins
170555:To-Combinado
170560:To-Conceicao do Tocantins
170600:To-Couto de Magalhaes
170610:To-Cristalandia
170625:To-Crixas do Tocantins
170650:To-Darcinopolis
170700:To-Dianopolis
170710:To-Divinopolis do Tocantins
170720:To-Dois Irmaos do Tocantins
170730:To-Duere
170740:To-Esperantina
170755:To-Fatima
170765:To-Figueiropolis
170770:To-Filadelfia
170820:To-Formoso do Araguaia
170825:To-Fortaleza do Tabocao
170830:To-Goianorte
170900:To-Goiatins
170930:To-Guarai
170950:To-Gurupi
170980:To-Ipueiras
171050:To-Itacaja
171070:To-Itaguatins
171090:To-Itapiratins
171110:To-Itapora do Tocantins
171150:To-Jau do Tocantins
171180:To-Juarina
171190:To-Lagoa da Confusao
171195:To-Lagoa do Tocantins
171200:To-Lajeado
171215:To-Lavandeira
171240:To-Lizarda
171245:To-Luzinopolis
171250:To-Marianopolis do Tocantins
171270:To-Mateiros
171280:To-Maurilandia do Tocantins
171320:To-Miracema do Tocantins
171330:To-Miranorte
171360:To-Monte do Carmo
171370:To-Monte Santo do Tocantins
171380:To-Palmeiras do Tocantins
171395:To-Muricilandia
171420:To-Natividade
171430:To-Nazare
171488:To-Nova Olinda
171500:To-Nova Rosalandia
171510:To-Novo Acordo
171515:To-Novo Alegre
171525:To-Novo Jardim
171550:To-Oliveira de Fatima
171570:To-Palmeirante
171575:To-Palmeiropolis
171610:To-Paraiso do Tocantins
171620:To-Parana
171630:To-Pau D Arco
171650:To-Pedro Afonso
171660:To-Peixe
171665:To-Pequizeiro
171670:To-Colmeia
171700:To-Pindorama do Tocantins
171720:To-Piraque
171750:To-Pium
171780:To-Ponte Alta do Bom Jesus
171790:To-Ponte Alta do Tocantins
171800:To-Porto Alegre do Tocantins
171820:To-Porto Nacional
171830:To-Praia Norte
171840:To-Presidente Kennedy
171845:To-Pugmil
171850:To-Recursolandia
171855:To-Riachinho
171865:To-Rio da Conceicao
171870:To-Rio dos Bois
171875:To-Rio Sono
171880:To-Sampaio
171884:To-Sandolandia
171886:To-Santa Fe do Araguaia
171888:To-Santa Maria do Tocantins
171889:To-Santa Rita do Tocantins
171890:To-Santa Rosa do Tocantins
171900:To-Santa Tereza do Tocantins
172000:To-Santa Terezinha do Tocantins
172010:To-Sao Bento do Tocantins
172015:To-Sao Felix do Tocantins
172020:To-Sao Miguel do Tocantins
172025:To-Sao Salvador do Tocantins
172030:To-Sao Sebastiao do Tocantins
172049:To-Sao Valerio da Natividade
172065:To-Silvanopolis
172080:To-Sitio Novo do Tocantins
172085:To-Sucupira
172090:To-Taguatinga
172093:To-Taipas do Tocantins
172097:To-Talisma
172100:To-Palmas
172110:To-Tocantinia
172120:To-Tocantinopolis
172125:To-Tupirama
172130:To-Tupiratins
172208:To-Wanderlandia
172210:To-Xambioa
179999:To-Ignorado
210005:Ma-Acailandia
210010:Ma-Afonso Cunha
210015:Ma-Agua Doce do Maranhao
210020:Ma-Alcantara
210030:Ma-Aldeias Altas
210040:Ma-Altamira do Maranhao
210043:Ma-Alto Alegre do Maranhao
210047:Ma-Alto Alegre do Pindare
210050:Ma-Alto Parnaiba
210055:Ma-Amapa do Maranhao
210060:Ma-Amarante do Maranhao
210070:Ma-Anajatuba
210080:Ma-Anapurus
210083:Ma-Apicum-Acu
210087:Ma-Araguana
210090:Ma-Araioses
210095:Ma-Arame
210100:Ma-Arari
210110:Ma-Axixa
210120:Ma-Bacabal
210125:Ma-Bacabeira
210130:Ma-Bacuri
210135:Ma-Bacurituba
210140:Ma-Balsas
210150:Ma-Barao de Grajau
210160:Ma-Barra do Corda
210170:Ma-Barreirinhas
210173:Ma-Belagua
210177:Ma-Bela Vista do Maranhao
210180:Ma-Benedito Leite
210190:Ma-Bequimao
210193:Ma-Bernardo do Mearim
210197:Ma-Boa Vista do Gurupi
210200:Ma-Bom Jardim
210203:Ma-Bom Jesus das Selvas
210207:Ma-Bom Lugar
210210:Ma-Brejo
210215:Ma-Brejo de Areia
210220:Ma-Buriti
210230:Ma-Buriti Bravo
210232:Ma-Buriticupu
210235:Ma-Buritirana
210237:Ma-Cachoeira Grande
210240:Ma-Cajapio
210250:Ma-Cajari
210255:Ma-Campestre do Maranhao
210260:Ma-Candido Mendes
210270:Ma-Cantanhede
210275:Ma-Capinzal do Norte
210280:Ma-Carolina
210290:Ma-Carutapera
210300:Ma-Caxias
210310:Ma-Cedral
210312:Ma-Central do Maranhao
210315:Ma-Centro do Guilherme
210317:Ma-Centro Novo do Maranhao
210320:Ma-Chapadinha
210325:Ma-Cidelandia
210330:Ma-Codo
210340:Ma-Coelho Neto
210350:Ma-Colinas
210355:Ma-Conceicao do Lago-Acu
210360:Ma-Coroata
210370:Ma-Cururupu
210375:Ma-Davinopolis
210380:Ma-Dom Pedro
210390:Ma-Duque Bacelar
210400:Ma-Esperantinopolis
210405:Ma-Estreito
210407:Ma-Feira Nova do Maranhao
210408:Ma-Fernando Falcao
210409:Ma-Formosa da Serra Negra
210410:Ma-Fortaleza dos Nogueiras
210420:Ma-Fortuna
210430:Ma-Godofredo Viana
210440:Ma-Goncalves Dias
210450:Ma-Governador Archer
210455:Ma-Governador Edison Lobao
210460:Ma-Governador Eugenio Barros
210462:Ma-Governador Luiz Rocha
210465:Ma-Governador Newton Bello
210467:Ma-Governador Nunes Freire
210470:Ma-Graca Aranha
210480:Ma-Grajau
210490:Ma-Guimaraes
210500:Ma-Humberto de Campos
210510:Ma-Icatu
210515:Ma-Igarape do Meio
210520:Ma-Igarape Grande
210530:Ma-Imperatriz
210535:Ma-Itaipava do Grajau
210540:Ma-Itapecuru Mirim
210542:Ma-Itinga do Maranhao
210545:Ma-Jatoba
210547:Ma-Jenipapo dos Vieiras
210550:Ma-Joao Lisboa
210560:Ma-Joselandia
210565:Ma-Junco do Maranhao
210570:Ma-Lago da Pedra
210580:Ma-Lago do Junco
210590:Ma-Lago Verde
210592:Ma-Lagoa do Mato
210594:Ma-Lago dos Rodrigues
210596:Ma-Lagoa Grande do Maranhao
210598:Ma-Lajeado Novo
210600:Ma-Lima Campos
210610:Ma-Loreto
210620:Ma-Luis Domingues
210630:Ma-Magalhaes de Almeida
210632:Ma-Maracacume
210635:Ma-Maraja do Sena
210637:Ma-Maranhaozinho
210640:Ma-Mata Roma
210650:Ma-Matinha
210660:Ma-Matoes
210663:Ma-Matoes do Norte
210667:Ma-Milagres do Maranhao
210670:Ma-Mirador
210675:Ma-Miranda do Norte
210680:Ma-Mirinzal
210690:Ma-Moncao
210700:Ma-Montes Altos
210710:Ma-Morros
210720:Ma-Nina Rodrigues
210725:Ma-Nova Colinas
210730:Ma-Nova Iorque
210735:Ma-Nova Olinda do Maranhao
210740:Ma-Olho D Agua das Cunhas
210745:Ma-Olinda Nova do Maranhao
210750:Ma-Paco do Lumiar
210760:Ma-Palmeirandia
210770:Ma-Paraibano
210780:Ma-Parnarama
210790:Ma-Passagem Franca
210800:Ma-Pastos Bons
210805:Ma-Paulino Neves
210810:Ma-Paulo Ramos
210820:Ma-Pedreiras
210825:Ma-Pedro do Rosario
210830:Ma-Penalva
210840:Ma-Peri Mirim
210845:Ma-Peritoro
210850:Ma-Pindare Mirim
210860:Ma-Pinheiro
210870:Ma-Pio Xii
210880:Ma-Pirapemas
210890:Ma-Pocao de Pedras
210900:Ma-Porto Franco
210905:Ma-Porto Rico do Maranhao
210910:Ma-Presidente Dutra
210920:Ma-Presidente Juscelino
210923:Ma-Presidente Medici
210927:Ma-Presidente Sarney
210930:Ma-Presidente Vargas
210940:Ma-Primeira Cruz
210945:Ma-Raposa
210950:Ma-Riachao
210955:Ma-Ribamar Fiquene
210960:Ma-Rosario
210970:Ma-Sambaiba
210975:Ma-Santa Filomena do Maranhao
210980:Ma-Santa Helena
210990:Ma-Santa Ines
211000:Ma-Santa Luzia
211003:Ma-Santa Luzia do Parua
211010:Ma-Santa Quiteria do Maranhao
211020:Ma-Santa Rita
211023:Ma-Santana do Maranhao
211027:Ma-Santo Amaro do Maranhao
211030:Ma-Santo Antonio dos Lopes
211040:Ma-Sao Benedito do Rio Preto
211050:Ma-Sao Bento
211060:Ma-Sao Bernardo
211065:Ma-Sao Domingos do Azeitao
211070:Ma-Sao Domingos do Maranhao
211080:Ma-Sao Felix de Balsas
211085:Ma-Sao Francisco do Brejao
211090:Ma-Sao Francisco do Maranhao
211100:Ma-Sao Joao Batista
211102:Ma-Sao Joao do Caru
211105:Ma-Sao Joao do Paraiso
211107:Ma-Sao Joao do Soter
211110:Ma-Sao Joao dos Patos
211120:Ma-Sao Jose de Ribamar
211125:Ma-Sao Jose dos Basilios
211130:Ma-Sao Luis
211140:Ma-Sao Luis Gonzaga do Maranhao
211150:Ma-Sao Mateus do Maranhao
211153:Ma-Sao Pedro da Agua Branca
211157:Ma-Sao Pedro dos Crentes
211160:Ma-Sao Raimundo das Mangabeiras
211163:Ma-Sao Raimundo do Doca Bezerra
211167:Ma-Sao Roberto
211170:Ma-Sao Vicente Ferrer
211172:Ma-Satubinha
211174:Ma-Senador Alexandre Costa
211176:Ma-Senador La Rocque
211178:Ma-Serrano do Maranhao
211180:Ma-Sitio Novo
211190:Ma-Sucupira do Norte
211195:Ma-Sucupira do Riachao
211200:Ma-Tasso Fragoso
211210:Ma-Timbiras
211220:Ma-Timon
211223:Ma-Trizidela do Vale
211227:Ma-Tufilandia
211230:Ma-Tuntum
211240:Ma-Turiacu
211245:Ma-Turilandia
211250:Ma-Tutoia
211260:Ma-Urbano Santos
211270:Ma-Vargem Grande
211280:Ma-Viana
211285:Ma-Vila Nova dos Martirios
211290:Ma-Vitoria do Mearim
211300:Ma-Vitorino Freire
211400:Ma-Ze Doca
219999:Ma-Ignorado
220005:Pi-Acaua
220010:Pi-Agricolandia
220020:Pi-Agua Branca
220025:Pi-Alagoinha do Piaui
220027:Pi-Alegrete do Piaui
220030:Pi-Alto Longa
220040:Pi-Altos
220045:Pi-Alvorada do Gurgueia
220050:Pi-Amarante
220060:Pi-Angical do Piaui
220070:Pi-Anisio de Abreu
220080:Pi-Antonio Almeida
220090:Pi-Aroazes
220095:Pi-Aroeiras do Itaim
220100:Pi-Arraial
220105:Pi-Assuncao do Piaui
220110:Pi-Avelino Lopes
220115:Pi-Baixa Grande do Ribeiro
220117:Pi-Barra D Alcantara
220120:Pi-Barras
220130:Pi-Barreiras do Piaui
220140:Pi-Barro Duro
220150:Pi-Batalha
220155:Pi-Bela Vista do Piaui
220157:Pi-Belem do Piaui
220160:Pi-Beneditinos
220170:Pi-Bertolinia
220173:Pi-Betania do Piaui
220177:Pi-Boa Hora
220180:Pi-Bocaina
220190:Pi-Bom Jesus
220191:Pi-Bom Principio do Piaui
220192:Pi-Bonfim do Piaui
220194:Pi-Boqueirao do Piaui
220196:Pi-Brasileira
220198:Pi-Brejo do Piaui
220200:Pi-Buriti dos Lopes
220202:Pi-Buriti dos Montes
220205:Pi-Cabeceiras do Piaui
220207:Pi-Cajazeiras do Piaui
220208:Pi-Cajueiro da Praia
220209:Pi-Caldeirao Grande do Piaui
220210:Pi-Campinas do Piaui
220211:Pi-Campo Alegre do Fidalgo
220213:Pi-Campo Grande do Piaui
220217:Pi-Campo Largo do Piaui
220220:Pi-Campo Maior
220225:Pi-Canavieira
220230:Pi-Canto do Buriti
220240:Pi-Capitao de Campos
220245:Pi-Capitao Gervasio Oliveira
220250:Pi-Caracol
220253:Pi-Caraubas do Piaui
220255:Pi-Caridade do Piaui
220260:Pi-Castelo do Piaui
220265:Pi-Caxingo
220270:Pi-Cocal
220271:Pi-Cocal de Telha
220272:Pi-Cocal dos Alves
220273:Pi-Coivaras
220275:Pi-Colonia do Gurgueia
220277:Pi-Colonia do Piaui
220280:Pi-Conceicao do Caninde
220285:Pi-Coronel Jose Dias
220290:Pi-Corrente
220300:Pi-Cristalandia do Piaui
220310:Pi-Cristino Castro
220320:Pi-Curimata
220323:Pi-Currais
220325:Pi-Curralinhos
220327:Pi-Curral Novo do Piaui
220330:Pi-Demerval Lobao
220335:Pi-Dirceu Arcoverde
220340:Pi-Dom Expedito Lopes
220342:Pi-Domingos Mourao
220345:Pi-Dom Inocencio
220350:Pi-Elesbao Veloso
220360:Pi-Eliseu Martins
220370:Pi-Esperantina
220375:Pi-Fartura do Piaui
220380:Pi-Flores do Piaui
220385:Pi-Floresta do Piaui
220390:Pi-Floriano
220400:Pi-Francinopolis
220410:Pi-Francisco Ayres
220415:Pi-Francisco Macedo
220420:Pi-Francisco Santos
220430:Pi-Fronteiras
220435:Pi-Geminiano
220440:Pi-Gilbues
220450:Pi-Guadalupe
220455:Pi-Guaribas
220460:Pi-Hugo Napoleao
220465:Pi-Ilha Grande
220470:Pi-Inhuma
220480:Pi-Ipiranga do Piaui
220490:Pi-Isaias Coelho
220500:Pi-Itainopolis
220510:Pi-Itaueira
220515:Pi-Jacobina do Piaui
220520:Pi-Jaicos
220525:Pi-Jardim do Mulato
220527:Pi-Jatoba do Piaui
220530:Pi-Jerumenha
220535:Pi-Joao Costa
220540:Pi-Joaquim Pires
220545:Pi-Joca Marques
220550:Pi-Jose de Freitas
220551:Pi-Juazeiro do Piaui
220552:Pi-Julio Borges
220553:Pi-Jurema
220554:Pi-Lagoinha do Piaui
220555:Pi-Lagoa Alegre
220556:Pi-Lagoa do Barro do Piaui
220557:Pi-Lagoa de Sao Francisco
220558:Pi-Lagoa do Piaui
220559:Pi-Lagoa do Sitio
220560:Pi-Landri Sales
220570:Pi-Luis Correia
220580:Pi-Luzilandia
220585:Pi-Madeiro
220590:Pi-Manoel Emidio
220595:Pi-Marcolandia
220600:Pi-Marcos Parente
220605:Pi-Massape do Piaui
220610:Pi-Matias Olimpio
220620:Pi-Miguel Alves
220630:Pi-Miguel Leao
220635:Pi-Milton Brandao
220640:Pi-Monsenhor Gil
220650:Pi-Monsenhor Hipolito
220660:Pi-Monte Alegre do Piaui
220665:Pi-Morro Cabeca no Tempo
220667:Pi-Morro do Chapeu do Piaui
220669:Pi-Murici dos Portelas
220670:Pi-Nazare do Piaui
220672:Pi-Nazaria
220675:Pi-Nossa Senhora de Nazare
220680:Pi-Nossa Senhora dos Remedios
220690:Pi-Novo Oriente do Piaui
220695:Pi-Novo Santo Antonio
220700:Pi-Oeiras
220710:Pi-Olho D Agua do Piaui
220720:Pi-Padre Marcos
220730:Pi-Paes Landim
220735:Pi-Pajeu do Piaui
220740:Pi-Palmeira do Piaui
220750:Pi-Palmeirais
220755:Pi-Paqueta
220760:Pi-Parnagua
220770:Pi-Parnaiba
220775:Pi-Passagem Franca do Piaui
220777:Pi-Patos do Piaui
220779:Pi-Pau D Arco do Piaui
220780:Pi-Paulistana
220785:Pi-Pavussu
220790:Pi-Pedro Ii
220793:Pi-Pedro Laurentino
220795:Pi-Nova Santa Rita
220800:Pi-Picos
220810:Pi-Pimenteiras
220820:Pi-Pio Ix
220830:Pi-Piracuruca
220840:Pi-Piripiri
220850:Pi-Porto
220855:Pi-Porto Alegre do Piaui
220860:Pi-Prata do Piaui
220865:Pi-Queimada Nova
220870:Pi-Redencao do Gurgueia
220880:Pi-Regeneracao
220885:Pi-Riacho Frio
220887:Pi-Ribeira do Piaui
220890:Pi-Ribeiro Goncalves
220900:Pi-Rio Grande do Piaui
220910:Pi-Santa Cruz do Piaui
220915:Pi-Santa Cruz dos Milagres
220920:Pi-Santa Filomena
220930:Pi-Santa Luz
220935:Pi-Santana do Piaui
220937:Pi-Santa Rosa do Piaui
220940:Pi-Santo Antonio de Lisboa
220945:Pi-Santo Antonio dos Milagres
220950:Pi-Santo Inacio do Piaui
220955:Pi-Sao Braz do Piaui
220960:Pi-Sao Felix do Piaui
220965:Pi-Sao Francisco Assis do Piaui
220970:Pi-Sao Francisco do Piaui
220975:Pi-Sao Goncalo do Gurgeia
220980:Pi-Sao Goncalo do Piaui
220985:Pi-Sao Joao da Canabrava
220987:Pi-Sao Joao da Fronteira
220990:Pi-Sao Joao da Serra
220995:Pi-Sao Joao da Varjota
220997:Pi-Sao Joao do Arraial
221000:Pi-Sao Joao do Piaui
221005:Pi-Sao Jose do Divino
221010:Pi-Sao Jose do Peixe
221020:Pi-Sao Jose do Piaui
221030:Pi-Sao Juliao
221035:Pi-Sao Lourenco do Piaui
221037:Pi-Sao Luis do Piaui
221038:Pi-Sao Miguel da Baixa Grande
221039:Pi-Sao Miguel do Fidalgo
221040:Pi-Sao Miguel do Tapuio
221050:Pi-Sao Pedro do Piaui
221060:Pi-Sao Raimundo Nonato
221062:Pi-Sebastiao Barros
221063:Pi-Sebastiao Leal
221065:Pi-Sigefredo Pacheco
221070:Pi-Simoes
221080:Pi-Simplicio Mendes
221090:Pi-Socorro do Piaui
221093:Pi-Sussuapara
221095:Pi-Tamboril do Piaui
221097:Pi-Tanque do Piaui
221100:Pi-Teresina
221110:Pi-Uniao
221120:Pi-Urucui
221130:Pi-Valenca do Piaui
221135:Pi-Varzea Branca
221140:Pi-Varzea Grande
221150:Pi-Vera Mendes
221160:Pi-Vila Nova do Piaui
221170:Pi-Wall Ferraz
229999:Pi-Ignorado
230010:Ce-Abaiara
230015:Ce-Acarape
230020:Ce-Acarau
230030:Ce-Acopiara
230040:Ce-Aiuaba
230050:Ce-Alcantaras
230060:Ce-Altaneira
230070:Ce-Alto Santo
230075:Ce-Amontada
230080:Ce-Antonina do Norte
230090:Ce-Apuiares
230100:Ce-Aquiraz
230110:Ce-Aracati
230120:Ce-Aracoiaba
230125:Ce-Ararenda
230130:Ce-Araripe
230140:Ce-Aratuba
230150:Ce-Arneiroz
230160:Ce-Assare
230170:Ce-Aurora
230180:Ce-Baixio
